food_code,food_name,unit_serving_energy_kcal,unit_serving_protein_g,unit_serving_fat_g,unit_serving_carb_g,unit_serving_fibre_g,Diet Type,Goal
ASC001,Hot tea (Garam Chai),33.98374938964844,0.8165000081062317,1.1200000047683716,5.434999942779541,0.0,Veg,Maintenance
ASC002,Instant coffee,104.20124816894533,2.882999897003174,3.359999895095825,16.440000534057617,0.0,Veg,Maintenance
ASC003,Espreso coffee,81.69625091552734,2.7689998149871826,3.388999938964844,10.493499755859377,0.0,Veg,Maintenance
ASC004,Iced tea,33.095001220703125,0.0894999951124191,0.0350000001490116,8.644999504089355,0.0,Veg,Maintenance
ASC005,Raw mango drink (Aam panna),96.44041442871094,0.4216375052928924,0.0707250013947486,24.292449951171875,1.6432875394821167,Veg,Maintenance
ASC006,Fruit Punch (with fresh juices),196.59661865234372,0.758525013923645,0.1769199967384338,51.06184005737305,0.3269000053405761,Veg,Maintenance
ASC007,Fruit Punch (with squashes),116.2970962524414,0.3637750148773193,0.0846699997782707,30.119091033935547,0.8458999991416931,Veg,Maintenance
ASC008,Lemonade,72.64044952392578,0.1216000020503997,0.0364999994635582,19.133899688720703,0.0588999986648559,Veg,Maintenance
ASC009,Lem-o-gin,76.76319885253906,0.288100004196167,0.1002499982714653,19.806650161743164,0.4609000086784363,Veg,Maintenance
ASC010,Cumin infused water (Jeere/Zeere ka pani),30.80308151245117,0.5744500160217285,0.3744249939918518,6.317924976348877,1.5708000659942627,Veg,Maintenance
ASC011,Coco pine cooler,141.54014587402344,2.398940086364746,4.321919918060303,24.71183967590332,1.1118199825286863,Veg,Maintenance
ASC012,Summer cooler,110.94645690917967,1.849552035331726,0.1751099973917007,26.86810302734375,0.9730759859085084,Veg,Maintenance
ASC014,Hot cocoa,172.09100341796875,6.422999858856201,8.71500015258789,17.636999130249023,0.0,Veg,Maintenance
ASC015,Cold coffee with ice cream,204.56399536132807,4.733999729156494,6.360000133514404,33.90299987792969,0.0240000002086162,Veg,Maintenance
ASC016,Banana milkshake (Kele milkshake),225.6337890625,6.368599891662598,8.19260025024414,31.597999572753903,0.8840000033378601,Veg,Maintenance
ASC017,Mango milkshake (Aam milkshake),202.2834930419922,6.138599872589111,8.339600563049316,25.70800018310547,0.9399999976158142,Veg,Maintenance
ASC018,Pineapple milkshake (Ananas milkshake),203.09100341796875,6.047999858856201,8.124000549316406,27.79199981689453,0.0,Veg,Maintenance
ASC019,Orange milkshake (Narangi milkshake),183.4409942626953,5.958000183105469,8.064000129699707,22.707000732421875,0.0,Veg,Maintenance
ASC020,Egg nog,294.8243103027344,14.496099472045898,15.510199546813965,24.720199584960938,0.0599500015377998,Veg + Egg,Maintenance
ASC021,Sweet Lassi (Meethi lassi),157.8000030517578,5.699999809265137,3.0,28.799999237060547,0.0,Veg,Maintenance
ASC022,Lassi (salted),79.76121520996094,5.734774589538574,3.041599988937378,7.856550216674805,0.0758749991655349,Veg,Maintenance
ASC023,Cheese and chilli sandwich ,121.59893035888672,3.788549900054932,5.452600002288818,15.276299476623535,1.158900022506714,Veg,Maintenance
ASC024,Egg sandwich (Ande ka sandwich),145.12322998046875,4.41254997253418,8.017350196838379,14.7972993850708,0.9528999924659728,Veg + Egg,Maintenance
ASC025,Cucumber sandwich (Kheere ka sandwich),114.57322692871094,2.91504979133606,4.85860013961792,15.652299880981444,1.4879000186920166,Veg,Maintenance
ASC026,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),143.6757354736328,4.569550037384033,7.134600162506104,16.224300384521484,1.2989000082015991,Veg,Maintenance
ASC027,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),141.73385620117188,4.612549781799316,7.149849891662598,15.682299613952637,1.1504000425338743,Veg,Maintenance
ASC028,Chicken sandwich,147.5313262939453,7.644799709320068,6.843600273132324,14.782299995422363,0.9528999924659728,Non-Veg,Maintenance
ASC029,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),177.04185485839844,5.78879976272583,9.803600311279297,17.341049194335938,2.4479000568389893,Veg,Maintenance
ASC030,Rainbow sandwich,130.443359375,3.704819917678833,5.9970526695251465,16.38673210144043,1.0056650638580322,Veg,Maintenance
ASC031,Club sandwich ,206.79112243652344,6.423774719238281,13.288050651550291,16.26427459716797,1.5889500379562378,Veg,Maintenance
ASC032,Vegetarian club sandwich,164.36537170410156,4.517775058746338,9.389050483703612,16.313274383544922,1.704450011253357,Veg,Maintenance
ASC033,Pin wheel sandwich,86.83636474609375,2.443774938583374,6.950550079345703,3.9036498069763184,0.2589499950408935,Veg,Maintenance
ASC034,Carrot apple sandwich (Gajar aur seb ka sandwich),208.2237701416016,5.151700019836426,8.873074531555176,28.246225357055664,3.555500030517578,Veg,Weight Loss
ASC035,Salami sandwich,189.7783203125,6.456549644470215,11.51609992980957,15.992300033569336,1.462399959564209,Veg,Maintenance
ASC036,Vegetable and mayonnaise sandwich,166.83128356933594,3.055519819259644,10.517109870910645,15.846564292907717,1.605870008468628,Veg,Maintenance
ASC037,Egg and tomato sandwich (Ande aur tamatar ka sandwich),132.15328979492188,4.555049896240234,6.252974987030029,15.41230010986328,1.051650047302246,Veg + Egg,Maintenance
ASC038,Sweet open sandwich,144.1050262451172,2.9413998126983643,4.810800075531006,23.15379905700684,1.3904000520706177,Veg,Maintenance
ASC039,Mushroom and cheese sandwich (toasted),172.2699737548828,5.897549629211426,9.853599548339844,15.917299270629885,1.7303999662399292,Veg,Maintenance
ASC040,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),170.1189727783203,5.16754961013794,9.811100006103516,16.222299575805664,1.3479000329971311,Veg,Maintenance
ASC041,Pea potato sandwich (toasted) (Matar aloo ka sandwich),146.55545043945312,4.092618942260742,4.823389530181885,22.36838150024414,2.564848661422729,Veg,Weight Loss
ASC042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),221.7926483154297,11.02061939239502,10.643389701843262,21.37638092041016,1.8808485269546509,Veg,Maintenance
ASC043,Chicken sandwich (toasted),143.09962463378906,10.329299926757812,4.544849872589111,16.09054946899414,1.4039000272750854,Non-Veg,Maintenance
ASC044,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),145.39048767089844,9.356972694396973,4.749497413635254,17.14426040649414,2.076564073562622,Veg,Maintenance
ASC045,Classic club sandwich,448.8572998046875,15.05579948425293,25.84239959716797,41.32869720458984,3.629300117492676,Veg,Maintenance
ASC046,Sesame toast,309.1819763183594,1.1857500076293943,30.83049964904785,6.959887504577637,0.8235374689102173,Veg,Maintenance
ASC047,Cracked wheat porridge (Meetha daliya),328.70751953125,10.649999618530272,16.44499969482422,35.75,2.5,Veg,Maintenance
ASC048,Semolina porridge (Suji/Rava daliya),280.4862976074219,10.425999641418455,11.347999572753906,34.43600082397461,1.944000005722046,Veg,Maintenance
ASC050,Oatmeal Porridge,289.9574890136719,10.329999923706056,12.81999969482422,34.88999938964844,1.559999942779541,Veg,Maintenance
ASC051,Cornflakes with milk,326.1679992675781,9.984000205993652,14.232000350952148,41.555999755859375,2.1600000858306885,Veg,Maintenance
ASC052,Rice flakes (Chiwda/Aval),312.583984375,10.055999755859377,11.093999862670898,43.28099822998047,1.037999987602234,Veg,Maintenance
ASC053,Wheat flakes,312.583984375,10.055999755859377,11.093999862670898,43.28099822998047,1.037999987602234,Veg,Maintenance
ASC054,Murmura (Puffed rice),315.02178955078125,10.0649995803833,11.23799991607666,43.560001373291016,0.7680000066757202,Veg,Maintenance
ASC055,Puffed wheat (Murmure/Moori),315.02178955078125,10.0649995803833,11.23799991607666,43.560001373291016,0.7680000066757202,Veg,Maintenance
ASC056,Boiled egg (Ubla anda),68.4854507446289,6.690599918365479,4.588699817657471,0.181099995970726,0.165800005197525,Veg + Egg,Maintenance
ASC057,Fried Egg ,129.16795349121094,6.690599918365479,11.331949234008787,0.181099995970726,0.165800005197525,Veg + Egg,Maintenance
ASC058,Poached egg,69.3654556274414,6.706599712371826,4.588699817657471,0.2050999999046325,0.165800005197525,Veg + Egg,Maintenance
ASC059,Scrambled egg (Ande ki bhurji),109.17970275878906,7.20359992980957,8.548700332641602,0.9460999965667723,0.165800005197525,Veg + Egg,Maintenance
ASC060,Baked egg ,221.03546142578125,12.00059986114502,12.77869987487793,15.571099281311035,1.0357999801635742,Veg + Egg,Maintenance
ASC061,Plain omelette/omlet,389.5476989746094,13.819600105285645,36.80870056152344,0.9221000075340272,0.165800005197525,Veg,Maintenance
ASC062,Stuffed egg omelette/omlet,533.2089233398438,22.538599014282227,46.56919860839844,6.031100273132324,1.9658000469207764,Veg + Egg,Maintenance
ASC063,Pancake,85.96858215332031,2.4021201133728027,4.57272481918335,8.661999702453613,0.2759999930858612,Veg,Maintenance
ASC064,Keema pancake,194.5767364501953,9.942151069641112,12.413161277770996,10.551835060119627,0.9279019832611084,Veg,Maintenance
ASC065,Vegetable pancake,146.6440887451172,4.528619766235352,7.700475215911865,14.333499908447266,2.9019999504089355,Veg,Weight Loss
ASC066,Jam and fruit pancake,106.567626953125,2.4939324855804443,4.609537601470947,13.633562088012695,0.7949999570846558,Veg,Maintenance
ASC067,Khoa and coconut pancake,193.5142822265625,4.965994834899902,10.881975173950195,19.44045066833496,1.175125002861023,Veg,Maintenance
ASC068,Brown stock,103.6545867919922,9.47064971923828,6.727575302124023,1.2235249280929563,0.4558500051498413,Veg,Maintenance
ASC069,Vegetable stock,73.13308715820312,1.2450000047683716,5.723225116729736,3.986375093460083,1.5851000547409058,Veg,Maintenance
ASC070,Chicken stock,112.33460235595705,13.85925006866455,5.67864990234375,1.3827500343322754,0.3891500234603882,Non-Veg,Maintenance
ASC079,Clear tomato soup (Tamatar ka soup),318.41461181640625,19.05940055847168,48.61235046386719,13.721650123596191,7.809000015258789,Veg,Maintenance
ASC080,Lentil soup,121.308349609375,37.57402801513672,45.457305908203125,15.353501319885254,10.018588066101074,Veg,Weight Loss
ASC081,Chicken consomme (Clear chicken soup),108.3073501586914,25.914100646972656,27.15024948120117,2.6778500080108643,3.5429000854492188,Non-Veg,Weight Loss
ASC082,Cream of tomato soup,452.28369140625,21.318099975585938,60.64599990844727,18.16309928894043,6.359100341796875,Veg,Maintenance
ASC083,Cream of green peas soup,522.2297973632812,29.113401412963867,60.38190078735352,27.576499938964844,12.052900314331056,Veg,Maintenance
ASC084,Cream of spinach soup,465.117919921875,24.12172508239746,61.57588195800781,15.944491386413574,8.053511619567871,Veg,Maintenance
ASC085,Cream of mixed vegetable soup,216.15640258789065,24.80560111999512,32.79449844360352,17.8705997467041,7.767600059509277,Veg,Weight Loss
ASC086,Cream of mushroom soup,439.8269348144531,24.90312385559082,58.13238143920898,14.035191535949709,5.011061191558838,Veg,Maintenance
ASC087,Chicken sweet corn soup,68.46476745605469,34.99354934692383,30.443649291992188,3.94777512550354,1.1269500255584717,Non-Veg,Maintenance
ASC088,Minestrone soup,98.16986083984376,21.4101505279541,25.51492500305176,8.548774719238281,4.424449920654297,Veg,Weight Loss
ASC089,Egg drop soup,84.63752746582031,41.08480072021485,42.94834899902344,3.497549772262573,2.575900077819824,Veg + Egg,Weight Loss
ASC090,Chinese cabbage and meat ball soup,2254.248291015625,24.254337310791016,263.3182678222656,6.651449680328369,2.634906053543091,Non-Veg,Maintenance
ASC091,French onion soup,195.69065856933597,40.14400100708008,50.64529800415039,15.044499397277832,3.565800189971924,Veg,Weight Loss
ASC092,Hot and sour soup,123.8498077392578,12.247037887573242,5.157778739929199,6.978763103485107,2.3627469539642334,Veg,Maintenance
ASC093,Talaumein soup,131.48260498046875,37.355350494384766,47.18227005004883,15.394519805908203,7.157410144805908,Veg,Weight Loss
ASC094,Cold cucumber soup (Thanda kheere ka soup),90.1298828125,5.606462478637695,3.736067056655884,8.59620189666748,1.6466785669326782,Veg,Maintenance
ASC095,Cold summer garden soup,151.00250244140625,26.31399917602539,43.22969818115234,8.122200012207031,5.699900150299072,Veg,Weight Loss
ASC096,Chapati/Roti,72.83200073242188,2.115000009536743,1.2820000648498535,12.833999633789062,2.2720000743865967,Veg,Maintenance
ASC097,Plain parantha/paratha,166.3126678466797,2.818666696548462,9.398999214172363,17.11199951171875,3.0293333530426025,Veg,Weight Loss
ASC098,Potato parantha/paratha (Aloo ka parantha/paratha),191.4344024658203,3.452496290206909,9.541991233825684,22.332578659057617,3.898180246353149,Veg,Weight Loss
